distance,duration,departure_hour,weather_risk,traffic,delay
10229,989,11,0.39,0.34,0
9072,859,5,0.4,0.17,0
9038,939,13,0.44,0.83,0
4190,669,1,0.83,0.68,1
12356,1083,21,0.78,0.75,0
9790,969,6,0.88,0.73,1
9688,965,10,0.96,0.68,0
13621,1276,22,0.96,0.42,0
5903,700,5,0.48,0.09,0
3863,398,5,0.2,0.72,0
11223,1134,9,0.25,0.43,0
3929,547,23,0.57,0.96,1
13216,1231,8,0.67,0.99,0
2348,359,14,0.66,0.99,1
6636,773,6,0.55,0.95,0
13770,1155,11,0.86,0.03,0
8761,842,6,0.53,0.48,0
7120,875,7,0.44,0.49,0
5130,561,20,0.09,0.81,0
6512,834,19,0.94,0.78,0
11783,1180,8,0.72,0.05,0
12606,1068,0,0.19,0.77,1
4103,577,10,0.03,0.46,0
13250,1312,7,0.77,0.76,0
7748,798,18,0.2,0.1,0
12584,1135,4,0.94,0.11,0
12201,1204,19,0.18,0.31,0
12314,1139,18,0.61,0.21,0
11083,1125,3,0.14,0.66,0
13817,1334,17,0.52,0.95,0
13899,1191,9,0.44,0.37,0
12119,1090,4,0.46,0.83,0
5925,772,14,0.78,0.77,0
3479,399,16,0.08,0.82,0
3978,420,7,0.2,0.71,0
4938,681,10,0.11,0.44,0
12005,1082,5,0.22,0.48,0
1544,256,3,0.52,0.75,0
8275,742,16,0.74,0.87,1
5683,722,6,0.09,0.55,0
2951,352,3,0.82,0.99,0
8786,980,17,0.81,0.79,1
12723,1239,7,0.32,0.42,0
13804,1291,21,0.89,0.39,1
11026,1145,0,0.77,0.69,0
5910,620,22,0.16,0.23,0
6316,560,13,0.79,0.23,0
1898,295,12,0.9,0.29,0
10745,1012,17,0.88,0.19,0
7003,605,10,0.17,0.04,0
7059,671,10,0.37,0.31,0
5902,653,18,0.03,0.53,1
10953,1096,8,0.82,0.18,1
12539,1246,14,0.53,0.21,1
1250,264,9,0.17,0.44,0
7912,918,10,0.15,0.19,0
1442,216,13,0.81,0.53,1
13470,1188,12,0.97,0.1,0
3215,489,13,0.65,0.12,0
12292,1269,14,0.22,0.07,0
7957,694,6,0.51,0.71,0
8303,715,23,0.51,0.45,0
13360,1188,3,0.63,0.5,0
9709,905,18,0.41,0.13,0
11019,1173,20,0.72,0.41,0
3556,329,22,0.8,0.4,0
13119,1045,18,0.46,0.8,0
4031,415,21,0.04,0.92,1
7403,854,5,0.79,0.71,0
5321,547,17,0.42,0.86,1
13622,1232,5,0.64,1.0,0
2057,442,12,0.26,0.14,1
13805,1185,5,0.45,0.21,0
13726,1232,1,0.32,0.01,0
1278,427,22,0.47,0.95,0
12194,1141,23,0.61,0.78,0
6416,727,9,0.87,0.77,0
5962,711,12,0.93,0.27,0
8996,758,0,0.66,0.64,1
12674,1085,1,0.36,0.5,0
5926,745,22,0.49,0.21,0
11372,1138,17,0.17,0.92,0
1637,391,0,0.31,0.12,0
2381,266,7,0.96,0.33,0
11003,1108,5,0.06,0.35,1
11520,1219,18,0.35,0.8,1
13009,1142,18,0.26,0.16,1
1427,232,3,0.27,0.99,0
12673,1300,19,0.01,0.74,0
4781,704,9,0.09,0.93,0
7249,785,3,0.0,0.0,0
11410,1180,20,0.64,0.09,0
6708,671,6,0.47,0.46,0
12760,1313,16,0.58,0.38,0
1166,149,7,0.63,0.8,1
11860,1054,4,0.24,0.14,0
10545,978,4,0.58,0.44,1
11170,1049,1,0.35,0.3,0
13730,1298,13,0.24,0.23,0
10134,991,16,0.02,0.2,0
10449,999,0,0.94,0.5,1
4804,427,21,0.61,0.41,0
6514,752,1,0.94,0.11,0
11615,1095,17,0.47,0.25,0
2811,414,14,0.4,0.92,1
9759,818,9,0.11,0.48,1
1398,462,20,0.73,0.77,0
13411,1153,21,0.63,0.9,0
9646,1079,10,0.81,0.76,1
2954,304,8,0.96,0.68,0
7268,672,0,0.14,0.78,0
9064,791,15,0.4,0.15,0
8112,921,22,0.73,0.07,0
4439,584,7,0.54,0.14,0
11166,937,21,0.69,0.36,0
2957,557,6,0.26,0.85,0
8230,812,1,0.46,0.5,0
3017,301,14,1.0,0.41,1
12908,1121,11,0.26,0.99,1
13683,1264,1,0.99,0.37,0
3998,547,16,0.5,0.34,0
9821,813,7,0.86,0.81,1
5575,746,3,0.93,0.53,1
1619,452,23,0.36,0.91,0
5187,747,7,0.6,0.11,0
10261,909,19,0.5,0.87,1
8465,842,10,0.22,0.45,0
8721,776,18,0.39,0.13,0
3682,589,14,0.47,0.82,0
5511,669,13,0.43,0.58,0
5789,665,2,0.77,0.68,0
10726,976,20,0.86,0.39,0
4180,479,1,0.51,0.62,0
10576,869,20,0.59,0.49,0
8706,922,10,0.75,0.05,0
4668,669,17,0.21,0.36,0
11873,1053,5,0.55,0.81,0
12951,1329,6,0.66,0.34,0
1343,299,0,0.15,0.4,0
7226,798,14,0.24,0.12,1
13234,1100,4,0.69,0.95,1
11752,1048,11,0.39,0.76,0
9165,827,21,0.62,0.5,0
11644,1163,5,0.21,0.24,1
3987,417,22,0.29,0.69,0
1852,497,10,0.45,0.75,0
1964,217,12,0.62,0.72,0
2080,343,12,0.26,0.07,0
6314,734,4,0.54,0.08,0
8248,765,20,0.78,0.63,1
8579,846,15,0.63,0.5,0
10745,1021,15,0.36,0.13,1
13674,1169,18,0.08,0.82,0
2958,544,2,0.96,0.59,0
9689,859,14,0.13,0.84,0
10825,915,3,0.99,0.97,0
11379,1120,18,0.89,0.37,0
9605,969,5,0.03,0.93,1
13618,1228,11,0.22,0.17,0
3028,377,21,0.14,0.24,0
5250,694,7,0.06,0.62,0
6764,643,18,0.41,0.1,0
2818,375,9,0.09,0.4,1
4165,447,10,0.63,0.23,0
4720,689,22,0.87,0.18,0
4272,426,23,0.36,0.13,0
11184,1053,23,0.83,0.54,1
3684,540,4,0.37,0.67,0
1688,295,7,0.05,0.11,1
8816,761,17,0.81,0.77,0
3600,379,4,0.33,0.26,1
2266,252,18,0.17,0.77,0
4727,709,18,0.37,0.05,0
6184,553,0,0.23,0.87,1
9311,1000,9,0.14,0.88,1
13448,1255,9,0.53,0.54,0
9420,800,8,0.9,0.37,1
9253,917,17,0.94,0.93,1
2184,485,5,0.12,0.57,0
3560,406,17,0.82,0.24,0
3690,383,4,0.18,0.17,0
12948,1123,23,0.64,0.77,0
1240,188,12,0.83,0.25,1
10485,1028,9,0.56,0.13,1
4552,482,9,0.57,0.16,0
9678,958,11,0.73,0.88,1
2718,306,2,0.46,0.49,0
5908,698,14,0.7,0.82,0
5606,571,11,0.29,0.38,0
8975,918,19,0.87,0.93,1
3338,538,14,0.4,0.62,0
8701,731,14,0.07,0.67,1
6125,531,19,0.21,0.29,1
2061,305,13,0.42,0.38,0
12286,1070,15,0.62,0.44,1
2249,473,2,0.18,0.07,0
10488,911,15,0.66,0.41,0
5894,776,14,0.52,0.43,0
5562,573,5,0.85,0.1,0
2522,275,5,0.98,0.15,0
12354,1108,20,0.59,0.29,0
4328,478,23,0.41,0.37,0
7548,902,7,0.79,0.07,0
7295,821,20,0.44,0.55,0
5664,685,13,0.08,0.89,0
7050,828,3,0.34,0.54,0
10272,927,6,0.28,0.79,0
5193,490,8,0.35,0.38,0
7596,745,19,0.79,0.51,1
5178,516,2,0.97,0.49,1
10151,1070,17,0.5,0.67,0
10417,990,23,0.39,0.34,0
3696,482,2,0.55,0.62,1
9858,1033,22,0.78,0.82,1
6009,715,7,0.59,0.1,0
12481,1294,19,0.86,0.73,0
7574,825,22,0.29,0.17,0
4267,447,0,0.95,0.63,0
11896,1220,11,0.62,0.53,0
9213,796,21,0.07,0.56,0
4982,463,3,0.4,0.88,0
7411,861,7,0.08,0.41,0
12289,1117,4,0.75,0.1,0
2001,236,22,0.11,0.5,0
3900,460,7,0.96,0.03,1
10047,929,20,0.44,0.76,0
5542,667,11,0.05,0.33,0
9683,969,10,0.52,0.77,0
4082,629,5,1.0,0.3,0
9008,987,15,0.43,0.21,0
5824,557,22,1.0,0.82,0
8500,729,4,0.42,0.25,0
1547,325,10,0.91,0.32,0
1784,437,7,0.66,0.32,1
10051,1104,11,0.42,0.36,0
12996,1113,10,0.41,0.49,1
10221,1118,7,0.49,0.58,0
3704,344,19,0.5,0.21,0
7279,879,19,0.83,0.28,1
11841,1105,14,0.57,0.41,0
9948,1057,5,0.86,0.87,1
11192,1108,5,0.61,0.09,1
2068,379,12,0.07,0.68,0
11200,1034,10,0.02,0.2,0
1070,279,4,0.93,0.22,0
10045,1088,3,0.92,0.34,0
3647,583,15,0.51,0.68,0
1468,330,1,0.8,0.08,0
2283,265,20,0.25,0.37,0
9618,816,22,0.63,0.35,0
5190,588,5,0.06,0.46,0
9708,877,15,0.02,0.25,0
7287,776,5,0.04,0.07,0
1252,404,21,0.42,0.76,0
2931,445,19,0.84,0.24,0
13707,1277,11,0.92,0.17,1
10019,1085,23,0.58,0.24,0
8570,993,6,0.18,0.74,0
4018,557,17,0.46,0.79,1
2624,422,23,0.66,0.19,0
3975,385,8,0.42,0.75,0
1004,342,4,0.89,0.82,0
1459,259,15,0.36,0.08,0
6563,694,18,0.83,0.65,1
5582,533,13,0.36,0.49,1
9733,1048,18,0.2,0.98,1
8964,872,19,0.14,0.19,0
9743,898,3,0.52,0.63,0
13741,1176,14,0.41,0.64,1
9009,937,4,0.19,0.03,0
4656,695,17,0.42,0.78,0
3022,520,4,0.8,0.94,0
4318,552,14,0.17,0.21,0
10321,889,3,0.02,0.99,0
6916,681,21,0.12,0.95,0
9578,995,20,0.74,0.58,1
3937,605,7,0.3,0.97,1
8700,779,10,0.58,0.7,0
12495,1087,4,0.61,0.76,0
13146,1222,0,0.37,0.62,0
1100,144,1,0.18,0.23,0
6367,784,9,0.28,0.6,0
4963,515,17,0.68,0.93,1
6365,753,22,0.98,0.95,0
3380,467,22,0.25,0.54,0
10933,951,8,0.24,0.06,0
11059,1004,10,0.48,0.0,1
1726,295,13,0.59,0.91,1
4050,388,11,0.68,0.83,0
12890,1114,23,0.46,0.31,0
12212,984,18,0.45,0.48,1
2686,558,3,0.68,0.18,0
1710,231,20,0.16,0.91,0
9060,939,16,0.21,0.29,0
9096,808,10,0.98,0.2,0
13408,1338,21,0.14,0.96,0
7820,756,11,0.52,0.72,1
2158,416,0,0.69,0.6,0
1562,344,15,0.14,0.41,0
4341,464,17,0.78,0.22,1
2114,277,14,0.34,0.66,0
3742,452,7,0.11,0.68,0
12966,1235,8,0.26,0.92,1
8423,948,4,0.04,0.44,1
13145,1131,14,0.08,0.93,0
10179,1050,11,0.47,0.56,0
9165,800,4,0.35,0.59,1
2598,361,19,0.34,0.02,0
8817,863,18,0.18,0.93,1
7010,629,11,0.76,0.85,1
6542,752,6,0.4,0.41,0
12895,1298,17,0.42,0.62,0
13529,1155,3,0.83,0.68,1
9541,1020,13,0.64,0.82,0
1402,292,4,0.74,0.11,0
4018,451,13,0.79,0.69,0
11421,1023,18,0.19,0.87,0
10314,883,14,0.64,0.4,0
3057,574,0,0.34,0.28,1
13173,1047,12,0.49,0.12,0
11309,966,11,0.02,0.64,0
1741,366,15,0.41,0.97,1
2310,239,19,0.75,0.67,1
3748,599,5,0.18,0.35,0
1031,403,9,0.03,0.62,0
12724,1089,2,0.77,0.07,0
1258,359,19,0.45,0.53,0
10666,1154,21,0.64,0.5,0
12786,1163,14,0.99,0.48,0
4022,655,0,0.12,0.36,0
7524,693,18,0.61,0.56,1
2146,404,0,0.84,0.37,1
8586,1001,16,0.57,0.18,1
1406,182,7,0.03,0.4,1
5534,733,8,0.69,0.61,0
5003,444,17,0.47,0.71,1
4057,366,20,0.38,0.25,0
10949,1153,0,0.86,0.68,0
3264,520,3,0.74,0.24,1
4116,390,18,0.97,0.65,1
12447,1250,6,0.55,0.75,1
9906,1069,8,0.54,0.85,0
11545,1195,12,0.76,0.05,1
6339,744,17,0.25,0.79,0
10851,1017,19,0.18,0.84,0
6742,726,6,0.26,0.49,0
13416,1156,10,0.56,0.98,1
1781,282,4,0.93,0.55,0
6288,777,23,0.38,0.72,0
11491,938,3,0.69,0.2,0
5176,742,16,0.63,0.71,0
2812,524,17,0.07,0.05,1
10370,988,4,0.88,0.82,1
12726,1043,11,0.82,0.4,0
1830,341,5,0.5,0.4,0
12398,1104,18,0.13,0.74,0
12072,1036,16,0.05,0.76,0
9630,1064,1,0.04,0.27,1
4446,484,17,0.98,0.52,0
4395,527,2,0.7,0.7,0
11530,1209,4,0.86,0.22,1
8232,695,22,0.65,0.4,0
2758,277,16,0.94,0.52,1
7449,621,7,0.18,0.97,0
5295,701,0,0.37,0.73,0
5560,726,13,0.58,0.24,0
9246,818,3,0.09,0.5,0
10788,889,6,0.43,0.99,0
7366,721,23,0.15,0.11,0
9087,994,9,0.59,0.24,0
7236,830,17,0.07,0.35,0
12132,1019,19,0.7,0.81,1
11980,1019,11,0.34,0.98,1
4903,564,9,0.3,0.28,0
3689,611,0,0.27,0.08,0
4959,578,7,0.6,0.23,0
9381,943,7,0.54,0.57,0
9209,835,23,0.13,0.58,1
9907,850,7,0.71,0.33,1
13486,1313,22,0.27,0.29,0
4609,616,21,0.72,0.27,0
1833,380,14,0.61,0.93,0
1208,335,2,0.75,0.8,0
2567,353,16,0.08,0.31,0
3712,493,16,0.22,0.53,0
6867,869,14,0.56,0.21,0
11648,1038,15,0.99,0.95,1
8283,713,22,0.32,0.31,0
7935,731,2,0.2,0.52,0
7559,869,8,0.39,0.28,0
11432,1036,13,0.84,0.58,0
1795,454,18,0.11,0.74,0
2017,327,10,0.28,0.26,0
9694,981,6,0.2,0.78,0
11471,1173,21,0.96,0.84,1
2079,373,15,0.67,0.92,0
1843,423,22,0.75,0.4,0
9718,1063,2,0.73,0.1,1
10169,863,8,0.53,0.86,1
12104,1159,9,0.09,0.23,0
1316,335,4,0.65,0.17,0
6417,619,23,0.01,0.81,0
7321,703,7,0.27,0.1,1
10452,1002,18,0.59,0.19,0
6390,593,23,0.07,0.22,0
1491,349,17,0.33,0.56,0
10945,955,0,0.69,0.87,0
8202,932,22,0.44,0.84,1
10014,956,2,0.8,0.21,1
5491,657,2,0.47,0.18,0
12257,1020,11,0.36,0.89,0
5741,663,12,0.48,0.85,1
12691,1260,21,0.33,0.71,0
9323,963,0,0.63,0.51,0
12003,1064,0,0.95,0.72,0
9938,1048,4,0.15,0.88,1
5228,481,5,0.54,0.29,1
3475,321,1,0.11,0.35,0
12325,1099,19,0.33,0.95,1
3916,388,18,0.36,0.34,0
11424,1084,8,0.46,0.55,1
13405,1082,12,0.13,0.99,0
9561,975,11,0.93,0.4,1
2287,460,6,0.71,0.67,1
3823,429,1,0.05,0.2,0
12616,1265,23,0.72,0.07,1
7494,873,22,0.42,0.93,0
8325,731,16,0.3,0.26,0
10735,953,12,0.37,0.91,1
4428,415,14,0.73,0.38,0
12700,1126,23,0.02,0.65,0
7574,645,11,0.17,0.94,1
8532,959,9,0.84,0.61,0
11804,1207,17,0.94,0.78,0
13726,1354,15,0.41,0.23,0
9200,813,15,0.78,0.65,0
2610,404,19,0.79,0.98,1
2678,473,18,0.82,0.41,0
6769,721,18,0.81,0.97,1
11982,1066,7,0.65,0.06,1
13130,1253,7,0.51,0.64,0
5711,609,8,0.62,0.64,0
11698,1110,17,0.08,0.66,1
7427,625,21,0.79,0.82,0
4030,568,18,0.56,0.05,0
13875,1263,12,0.28,0.13,0
12284,1072,16,0.86,0.07,0
5177,653,14,0.42,0.26,0
7328,780,10,0.24,0.88,1
2247,308,4,0.86,0.36,1
9426,897,21,0.85,0.91,1
10795,1055,5,0.74,0.19,1
12718,1106,23,0.75,0.67,0
2613,401,20,0.67,0.66,1
10447,964,2,0.4,0.9,0
10123,828,19,0.52,0.61,0
7782,679,3,0.32,0.61,0
3824,522,16,0.2,0.88,0
10886,1053,18,0.66,0.19,0
6817,579,9,0.57,0.33,1
11306,1021,13,0.09,0.53,0
3411,479,17,0.18,0.49,0
2227,313,17,0.41,0.18,0
10575,1077,2,0.58,0.55,0
1899,356,20,0.15,0.36,0
12789,1233,11,0.63,0.41,0
5630,771,1,0.65,0.72,0
7879,811,18,0.02,0.94,0
1407,170,5,0.53,0.91,0
1409,367,4,0.19,0.52,0
9803,909,17,0.42,0.86,1
12271,1028,15,0.88,0.28,1
7880,839,11,0.54,0.13,0
12536,1099,19,0.46,0.75,0
13096,1121,0,0.6,0.94,0
5413,496,3,0.82,0.26,1
8060,742,21,0.22,0.81,0
2590,388,12,0.37,0.84,0
12197,1180,17,0.27,0.64,0
10442,885,6,0.5,0.63,1
8530,876,20,0.24,0.27,0
10142,1024,22,0.44,0.78,0
12824,1225,13,0.28,0.99,0
11353,1075,1,0.01,0.49,0
10194,944,11,0.87,0.98,0
6029,722,11,0.34,0.83,1
4126,485,16,0.8,0.82,0
5704,777,21,0.79,0.29,1
6720,643,3,0.8,0.34,0
6528,686,0,0.14,0.84,0
7920,889,20,0.98,0.57,1
8482,831,14,0.29,0.86,0
9825,969,22,0.22,0.8,0
11531,1197,0,0.54,0.8,0
9868,985,3,0.95,0.33,1
4974,688,23,0.4,0.59,0
2705,536,18,0.89,0.97,1
13484,1263,19,0.47,0.22,0
7885,949,21,0.91,0.19,0
9403,991,15,0.41,0.33,0
7476,646,3,0.97,0.57,0
12515,1175,21,0.68,0.91,0
3373,328,15,0.72,0.88,1
7681,687,1,0.49,0.36,0
2955,508,13,0.6,0.29,0
11405,1184,18,0.89,0.59,1
8772,893,21,0.33,0.11,0
2427,265,12,0.8,0.46,1
11992,1022,4,0.24,0.12,0
8679,922,0,0.47,0.81,1
7231,849,15,0.45,0.3,0
1889,455,5,0.25,0.94,0
9363,765,4,0.47,0.55,0
12248,1239,14,0.11,0.23,0
1567,314,6,0.24,0.96,0
4550,462,22,0.49,0.08,1
3773,618,6,0.55,0.63,0
4516,669,10,0.15,0.77,0
13875,1375,11,0.38,0.13,0
7151,872,16,0.4,0.27,0
6579,650,21,0.05,0.14,0
13215,1209,11,0.49,0.27,0
5715,576,8,0.69,0.35,0
10435,1081,2,0.49,0.08,0
3897,477,14,0.88,0.22,0
3019,326,0,0.82,0.81,1
4337,427,23,0.94,0.15,0
8856,1009,16,0.07,0.37,0
13240,1331,0,0.96,0.38,0
4779,684,18,0.97,0.84,1
10284,1008,21,0.24,0.83,0
6717,684,2,0.88,0.76,1
8195,897,23,0.84,0.9,0
10596,1123,8,0.19,0.2,1
8268,789,21,0.02,0.38,0
5186,555,11,0.24,0.22,0
4063,385,10,0.43,0.53,0
7375,765,23,0.99,0.86,0
1600,441,2,0.11,0.89,1
6836,865,15,0.13,0.52,0
12778,1163,0,0.79,0.78,1
5174,489,17,0.39,0.81,0
5738,764,13,0.23,0.65,0
3217,439,1,0.23,0.23,0
6639,628,22,0.22,0.72,0
4654,591,2,0.16,0.06,0
5652,673,5,0.81,0.08,0
1992,220,7,0.8,0.29,0
1066,283,23,0.28,0.71,0
6588,794,4,0.18,0.58,0
13895,1339,3,0.17,0.83,0
13940,1283,11,0.81,0.05,1
8338,767,23,0.89,0.69,1
2483,513,15,0.36,0.83,0
4965,629,20,0.47,0.01,0
10712,1004,12,0.6,0.73,0
13585,1222,18,0.89,0.59,1
8411,732,14,0.77,0.77,0
5813,583,1,0.82,0.33,0
4370,543,6,0.33,0.06,0
8280,736,13,0.96,0.64,1
3745,353,22,0.03,0.78,0
6438,604,19,0.66,0.66,1
11987,1152,6,0.33,0.17,0
13712,1291,12,0.81,0.64,1
8200,946,11,0.82,0.92,1
3700,473,8,0.18,0.79,0
6219,803,21,0.95,0.34,1
3329,345,9,0.39,0.89,0
4960,447,6,0.25,0.65,0
7970,838,10,0.42,0.3,0
6933,877,13,0.78,0.72,0
12333,1012,6,0.07,0.95,1
2619,268,18,0.92,0.75,0
4826,548,10,0.91,0.3,1
13114,1156,0,0.34,0.63,0
7321,842,5,0.45,0.76,0
3698,632,7,0.08,0.63,1
7792,923,6,0.46,0.51,0
1146,161,7,0.07,0.29,0
5683,681,4,0.76,0.03,0
4440,580,12,0.82,0.49,0
3207,436,22,0.89,0.79,1
11906,985,8,0.15,0.66,0
6476,767,6,0.95,0.47,1
7055,619,16,0.42,0.43,0
3206,597,6,0.49,0.51,1
8754,974,1,0.66,0.35,0
11691,1006,13,0.35,0.25,0
5495,680,20,0.13,0.62,0
6369,602,6,0.55,0.05,0
9074,794,8,0.65,0.47,0
6353,774,16,0.1,0.56,0
4754,629,3,0.47,0.72,0
12087,1053,15,0.46,0.24,1
1966,412,23,0.44,0.14,0
13207,1326,19,0.02,0.84,1
8418,963,3,0.62,0.95,1
6689,662,6,0.7,0.19,0
10862,976,23,0.66,0.97,1
12021,1208,5,0.26,0.7,0
8020,806,1,0.61,0.47,0
3958,634,21,0.5,0.38,0
6151,635,19,0.51,0.97,1
11160,1101,6,0.91,0.37,1
3399,322,6,0.82,0.49,0
6018,566,1,0.04,0.9,0
12785,1105,8,0.65,0.12,1
6313,555,9,0.7,0.69,0
11660,1157,11,0.71,0.05,1
13615,1367,19,0.32,0.95,0
13436,1244,2,0.15,0.32,0
12824,1239,11,0.01,0.94,0
3545,345,17,0.89,0.95,1
11818,1045,2,0.78,0.0,1
1443,415,10,0.22,0.74,0
4911,603,7,0.85,0.09,0
10979,1044,12,0.96,0.76,1
5657,556,18,0.52,0.79,0
7970,786,23,0.66,0.31,0
4428,499,16,0.45,0.36,0
3270,380,23,0.57,0.67,0
8471,941,17,0.25,0.13,1
2406,505,9,0.34,0.29,1
1838,198,17,0.31,0.84,1
3329,533,4,0.48,0.33,0
4057,663,12,0.36,0.93,0
13439,1160,7,0.89,0.88,1
6921,821,5,0.83,0.18,1
8966,805,12,0.03,0.48,0
13172,1133,10,0.32,0.31,0
8357,904,0,0.43,0.31,1
3875,579,20,0.29,0.27,1
11487,1081,0,0.05,0.28,1
7901,853,19,0.26,0.55,0
1517,326,3,0.6,0.58,0
6423,650,2,0.96,0.16,1
8084,877,20,0.27,0.27,0
9259,909,3,0.33,0.47,0
10910,937,3,0.52,0.1,0
9396,775,19,0.33,0.72,0
9545,954,18,0.45,0.66,1
11176,1144,23,0.27,0.5,0
11133,1116,11,0.63,0.19,0
12626,1263,17,0.55,0.5,0
3455,574,6,0.02,0.69,1
11865,1028,10,0.7,0.68,0
7811,899,5,0.5,0.61,0
2326,264,23,0.2,0.8,0
13940,1105,8,0.42,0.0,0
6972,811,19,0.58,0.67,0
1525,418,23,0.01,0.1,0
6197,581,8,0.1,0.04,0
7285,654,23,0.78,0.09,1
12101,1149,20,0.3,0.74,0
8469,770,15,0.24,0.64,0
6738,633,8,0.68,0.84,0
7416,847,6,0.67,0.9,1
13368,1101,21,0.35,0.08,0
10354,1012,16,0.24,0.69,1
7285,704,22,0.47,0.26,0
6760,785,2,0.64,0.42,0
8842,969,3,0.35,0.21,1
5462,492,5,0.76,0.97,1
4438,654,3,0.75,0.83,0
11232,1196,20,0.28,0.84,1
13424,1199,5,0.11,0.49,0
4664,558,13,0.94,0.83,0
13102,1271,20,0.99,0.54,0
4095,537,15,0.02,0.6,0
8281,739,22,0.21,0.99,1
8939,874,13,0.86,0.33,1
1565,201,20,0.32,0.25,0
6433,763,14,0.46,0.37,0
5084,507,4,0.75,0.81,0
8283,844,2,0.7,0.64,1
6768,851,20,0.05,0.8,0
8067,674,15,0.46,0.02,0
2990,329,3,0.71,0.31,1
5776,727,15,0.64,0.64,0
13321,1061,0,0.18,0.11,0
1239,155,21,0.77,0.57,0
6231,688,3,0.95,0.47,1
11342,1096,13,0.5,0.38,0
5869,517,3,0.13,0.65,0
10215,1014,7,0.48,0.33,1
1090,173,9,0.75,0.24,1
4226,618,0,0.05,0.81,1
9048,742,4,0.84,0.4,0
8689,824,3,0.64,0.6,0
7987,911,17,0.59,0.02,0
13458,1298,20,0.01,0.73,0
12034,1189,14,0.42,0.06,1
2585,399,11,0.88,0.19,0
7211,898,10,0.2,0.91,0
8393,855,1,0.06,0.3,1
7209,697,16,0.8,0.99,1
5083,483,13,0.83,0.56,0
1256,414,5,0.7,0.21,0
10358,1036,23,0.33,0.65,0
3482,345,15,0.52,0.92,0
9378,964,23,0.48,0.57,0
3205,573,9,0.12,0.57,0
12414,1189,6,1.0,0.85,0
5698,487,19,0.11,0.42,1
6221,643,22,0.75,0.41,1
6371,539,17,0.73,0.95,1
2410,380,16,0.48,0.99,1
2810,456,10,0.72,0.4,0
6887,643,20,0.28,0.57,0
9317,804,0,0.24,0.97,0
10664,1054,7,0.97,0.14,1
11078,1132,4,0.36,0.46,0
9537,844,13,0.02,0.06,0
11024,953,1,0.67,0.31,1
3969,638,21,0.87,0.56,1
4327,490,13,0.32,0.66,0
7267,802,12,0.97,0.94,0
3470,413,21,0.57,0.12,0
8789,935,3,0.11,0.21,0
10544,1102,5,0.28,0.15,1
5296,562,13,0.97,0.67,0
6469,666,7,0.56,0.12,1
1158,318,12,0.69,0.93,0
7832,859,11,0.5,0.52,0
8270,767,5,0.92,0.01,0
1636,200,23,0.0,0.41,0
12144,1235,5,0.53,0.04,1
7358,900,17,0.13,0.88,0
1174,381,20,0.92,0.93,0
7941,797,5,0.2,0.28,0
5162,471,23,0.81,1.0,1
10667,894,12,0.12,0.4,0
6609,802,17,0.65,0.57,0
3148,528,14,0.93,0.13,1
11896,1038,13,0.44,0.99,1
9594,1015,5,0.02,0.3,0
11220,1047,19,0.43,0.03,0
5918,509,12,0.79,0.69,1
12825,1238,10,0.42,0.23,0
6743,713,13,0.99,0.15,0
1789,488,13,0.82,0.75,0
1504,447,14,0.45,0.12,0
4284,549,4,0.37,0.83,1
4408,464,0,0.56,0.99,0
3824,553,5,0.38,0.57,0
9739,859,14,0.29,0.9,0
5976,587,20,0.25,0.44,0
6537,716,5,0.18,0.35,0
5787,554,21,0.58,0.76,0
10767,959,2,0.41,0.31,0
10006,949,16,0.64,0.35,0
12636,1286,18,0.96,0.12,1
4049,620,21,0.27,0.51,1
8858,832,6,0.83,0.3,0
8801,769,18,0.29,0.98,0
13431,1293,0,0.74,0.01,1
7564,673,20,0.07,0.48,1
7963,833,0,0.69,0.97,1
1874,317,3,0.93,0.65,0
4775,438,6,0.25,0.53,0
2505,402,20,0.64,0.8,0
8182,971,22,0.66,0.73,0
13150,1210,18,0.05,0.27,0
5655,563,7,0.35,0.24,0
2074,244,19,0.78,0.89,1
1720,318,23,0.57,0.49,0
8108,793,9,0.82,0.81,0
1336,322,15,0.02,0.52,0
3674,619,13,0.13,0.54,0
5196,532,12,0.36,0.8,0
4726,477,20,0.11,0.51,0
6625,714,15,0.06,0.45,0
1041,183,13,0.59,0.59,0
3015,413,1,0.32,0.54,0
6271,807,8,0.62,0.11,0
8139,702,17,0.9,0.42,0
3581,332,6,0.8,0.59,0
12409,1091,9,0.64,0.34,0
2968,497,6,0.18,0.95,0
3740,504,10,0.9,0.53,0
3560,597,19,0.45,0.81,0
5313,578,10,0.06,0.52,0
7487,876,12,0.77,0.93,0
12139,1160,2,0.5,0.28,0
8017,745,21,0.35,0.25,0
12177,1242,7,0.11,0.59,0
11023,946,10,0.25,0.55,0
13378,1158,7,0.55,0.7,0
10230,921,15,0.04,0.09,1
6191,692,6,0.45,0.9,1
6456,783,16,0.55,0.38,1
1192,150,5,0.98,0.01,1
3035,509,19,0.04,0.96,0
10240,829,5,0.84,0.91,0
8470,722,23,0.85,0.71,0
11827,1177,9,0.07,0.67,0
7134,860,10,0.78,0.91,1
12780,1028,9,0.31,0.8,0
2508,286,16,0.03,0.67,0
9305,965,10,0.63,0.95,0
11185,1152,3,0.99,1.0,1
11030,1097,20,0.87,0.82,1
3798,636,22,0.66,0.59,0
8756,744,8,0.02,0.0,0
4982,646,11,0.74,0.06,0
6555,773,14,0.67,0.16,0
5644,597,2,0.72,0.47,1
12150,983,8,0.54,0.28,0
